source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
Oregon DOT,,8029,12/22/2015 05:12:00 PM,,"OR 42S, milepost 4",,"OR 42S, milepost 4",unknown,landslide,unknown,medium,above_road,,,,,,glc,8029.0,United States,US,Oregon,3066.0,Bandon,6.14934,06/30/2016 06:06:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.3342,43.1294
Ravalli Republic,http://ravallirepublic.com/news/local/article_f6b734fa-0be9-11e5-80d7-b3fe79f67f2a.html,6992,06/03/2015 12:00:00 AM,,"Scimitar Creek, Magruder Road Corridor","Note: date not exact. Mud is covering a 70-foot section of the road. Forest crews plan to clear the road as soon as possible. But until then, it’s suitable for high-clearance vehicles (4-by-4) only.","Scimitar Creek, Magruder Road Corridor",exact,mudslide,downpour,medium,natural_slope,0.0,0.0,,,,glc,6992.0,United States,US,Idaho,4348.0,Hamilton,70.96719,06/26/2015 06:44:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-114.6379,45.7021
Oregon DOT,,8843,01/16/2011 03:42:00 PM,,"US 101, milepost 174",,"US 101, milepost 174",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8843.0,United States,US,Oregon,8466.0,Florence,22.90862,07/08/2016 06:02:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.114,44.1885
topix,http://www.topix.net/forum/news/mudflow/TH8IFFC405EPHED90,3573,06/05/2011 12:00:00 AM,,"Keystone mountain, Summit county, CO","Monday Jun 6  large mudslide on Keystone Mountain inundated an employee housing complex near the Mountain House base area, damaging several exterior decks and walkways and covering several hundred feet of a road with mud a couple of feet deep.","Keystone mountain, Summit county, CO",5km,mudslide,rain,medium,unknown,0.0,,,,,glc,3573.0,United States,US,Colorado,1079.0,Keystone,5.82093,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-105.9334,39.5676
flickr,http://www.flickr.com/photos/wsdot/4691196980/,1964,06/11/2010 12:00:00 AM,,"SR 203, Redmond, WA","SR 203 mudslide 06-11-10 by WSDOT.  This is what the SR 203 slide looked like at first light. We expect to open the lane by noon. Thanks for your patience.  What a crazy, wet May and June!! ","SR 203, Redmond, WA",5km,landslide,downpour,small,unknown,0.0,,,,,glc,1964.0,United States,US,Washington,1277.0,Lake Marcel-Stillwater,3.34012,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.957,47.7028
statejournal,http://www.statejournal.com/story.cfm?func=viewstory&storyid=100229,3506,05/18/2011 12:00:00 AM,,"Before last house on Belmont rd., near Johnstown rd., Harveytown, WV","May 25, 2011; 08:37 PM  Huntington leaders are dealing with 14 landslides; however, two families in the nearby Harveytown area are also affected by landslides and waiting for answers.  … A landslide on Belmont Drive in Huntington forced Huntington officials to shut down part of the road.  One homeowner on the end of Belmont Drive is staying in a motel, paid for by the city, since she cannot get to her home beyond the road slip.  Carlos Reep owns a home on Johnstown Road, and his backyard is part of the Belmont Road slip. He said rain waters have broken the retaining wall he built. ","Before last house on Belmont rd., near Johnstown rd., Harveytown, WV",1km,landslide,downpour,small,unknown,0.0,,,,,glc,3506.0,United States,US,West Virginia,49138.0,Huntington,2.94557,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-82.4685,38.4001
WPVI,http://6abc.com/news/nj-family-moving-on-after-landslide-collapses-backyard/906008/,7593,04/20/2015 12:00:00 AM,,"Front Street, Florence Township, New Jersey",leaky storm drain blamed,"Front Street, Florence Township, New Jersey",1km,landslide,downpour,small,bluff,0.0,0.0,,,,glc,7593.0,United States,US,New Jersey,3715.0,Roebling,1.03725,03/24/2016 04:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-74.7969,40.1205
Oregon DOT,,8205,02/07/2015 01:06:00 AM,,"OR 42, milepost 51.5",,"OR 42, milepost 51.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8205.0,United States,US,Oregon,5379.0,Winston,28.27181,07/01/2016 06:07:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.7172,43.0004
News Guard,http://www.thenewsguard.com/news/article_db1114ba-9e8d-11e4-bab0-4fefe352c394.html,6721,01/17/2015 12:00:00 AM,,three miles up Bear Creek Road from Highway 18,The slide is said to be blocking a portion of the road. Crews are heading to the scene.,three miles up Bear Creek Road from Highway 18,1km,landslide,unknown,small,above_road,0.0,0.0,,,,glc,6721.0,United States,US,Oregon,1894.0,Rose Lodge,3.71294,01/26/2015 05:02:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8848,44.9771
Oregon DOT,,8849,01/16/2011 08:27:00 AM,,"US 20, milepost 44",,"US 20, milepost 44",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8849.0,United States,US,Oregon,8925.0,Sweet Home,24.37407,07/08/2016 06:06:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4303,44.3998
East County Magazine,http://www.eastcountymagazine.org/rockslides,7228,07/19/2015 12:00:00 AM,,I-8 East,"I-8 east, old Sunrise Highway: large rocks down in lanes",I-8 East,10km,landslide,downpour,small,above_road,0.0,0.0,,,,glc,7228.0,United States,US,California,57065.0,La Mesa,4.97056,07/20/2015 03:40:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.1282,32.7738
irontontribune,http://www.irontontribune.com/2011/06/08/fema-assessing-damage/,3489,05/11/2011 12:00:00 AM,,"many other landslides in Lawrence county, OH","But with the revised assessment of infrastructure damage in the county from the May 10 and 11 storms there’s a lot to see.  As of Tuesday morning there are 142 damaged or destroyed bridges at a permanent repair cost of $1.2 million. The landslide count is now at 102, up from 62 at a cost of $14.2 million and there are 209 bridges with debris either stuck underneath or at the entrances. Cost to clean that out is estimated at $418,000. … Already the state has gotten funding from the Ohio Public Works Commission to repair a landslide on County Road 6. It will be used to repair a 550-foot section of roadway.  Also the county could get Federal Highway Administration money to repair landslides on County Road 4 and County Road 15.","many other landslides in Lawrence county, OH",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3489.0,United States,US,Ohio,11129.0,Ironton,20.40835,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-82.4937,38.6451
Oregon DOT,,8444,09/15/2013 06:08:00 PM,,"OR 74, milepost 31",,"OR 74, milepost 31",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8444.0,United States,US,Oregon,1291.0,Heppner,22.75856,07/06/2016 05:35:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.7667,45.4956
Oregon DOT,,8833,01/17/2011 03:31:00 PM,,"OR 138, milepost 52.5",,"OR 138, milepost 52.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8833.0,United States,US,Oregon,1795.0,Glide,46.65443,07/08/2016 05:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.5262,43.3037
WTOV,http://wtov9.com/news/local/rockslide-shuts-down-route-2-in-weirton,7713,05/23/2016 11:00:00 PM,,Route 2 in the area of St. John's Road,The West Virginia Division of Highways is on scene at a landslide on Route 2 in Weirton in the area of St. John's Road. As of 9:45 p.m. rocks were still falling and our crew is being kept at a distance.,Route 2 in the area of St. John's Road,1km,landslide,unknown,small,above_road,0.0,0.0,,http://static-33.sinclairstoryline.com/resources/media/91238fe4-fdac-4114-8e56-a03ae68735d1-large16x9_13287987_1055288681201745_1148520386_o.jpg?1464059018830,,glc,7713.0,United States,US,West Virginia,19746.0,Weirton,1.54352,05/25/2016 01:04:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-80.6005,40.43
Reno Gazette Journal,http://www.rgj.com/story/news/2015/06/04/state-route-cleared-opened-following-mud-slide/28504615/,6995,06/04/2015 12:00:00 AM,,State Route 342 south of Virginia City,"Crews are clearing a mudslide caused by heavy rains along State Route 342 south of Virginia City...The mudslide had left the roadway littered with debris, temporarily closing the roadway.",State Route 342 south of Virginia City,5km,landslide,downpour,small,above_road,0.0,0.0,,,,glc,6995.0,United States,US,Nevada,855.0,Virginia City,1.06688,06/26/2015 07:27:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.6542,39.3007
themapleleafer,http://www.themapleleafer.com/2010/12/list-of-landslides-on-the-burke-gilman-trail/,2830,12/12/2010 12:00:00 AM,,"just north of 147th(NE 147th st?), Burke-Gilman trail, Seattle, WA","December 13, 2010  It sure was a wet one this weekend! Hopefully nobody in Maple Leaf is having to deal with flooded basements and the like.  For those who bike or travel on the Burke-Gilman trail, Seattle Parks and Recreation has posted an updated list of landslides on the Burke-Gilman trail as of 9:30 a.m. this morning    * Just North of 147th: crossing covering [minor] Occurred sometime over the weekend.","just north of 147th(NE 147th st?), Burke-Gilman trail, Seattle, WA",1km,landslide,downpour,small,unknown,0.0,,,,,glc,2830.0,United States,US,Washington,12598.0,Lake Forest Park,2.2313,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.2869,47.7371
Oregon DOT,,8627,03/22/2012 07:01:00 PM,,"OR 34, milepost 50",,"OR 34, milepost 50",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8627.0,United States,US,Oregon,4584.0,Philomath,1.0749,07/07/2016 05:25:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.3811,44.5397
westseattleherald,http://www.westseattleherald.com/2010/12/13/news/update-beach-drive-slide-cleared-road-now-open-tr,2820,12/12/2010 12:00:00 AM,,"West Marginal Way south of West Seattle bridge, WA","Another mudslide had blocked West Marginal Way south of the West Seattle Bridge, near Puget Park earlier in the day, and some of the same crew on Beach Drive had cleared that one in the morning.","West Marginal Way south of West Seattle bridge, WA",5km,landslide,downpour,small,unknown,0.0,,,,,glc,2820.0,United States,US,Washington,13495.0,White Center,4.37108,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3485,47.5564
www.ksl.com,http://www.ksl.com/?sid=26822801&nid=148&s_cid=rss-extlink,5502,09/12/2013 06:40:00 AM,,"Indian Canyon, Duchesne, Ut","In Duchesne County, a driver called dispatchers in Vernal about 6:40 a.m. to report water, mud and debris flowing across state Road 191 in Indian Canyon. By the time the storm cell had passed, the two-lane highway between Duchesne and Carbon counties was blocked entirely in at least two places. ""This is actually the worst I've seen it,"" said Kevin Jensen, who travels through Indian Canyon at least once a month. ""I've seen it look bad in a couple places,"" he said, ""but this is the worst."" By about 10:30 a.m., crews reopened one lane to traffic after cutting a channel through a 3-foot-deep layer of mud in one section of the highway and scraping another section free of dirt and debris.","Indian Canyon, Duchesne, Ut",50km,mudslide,downpour,medium,unknown,0.0,,,,,glc,5502.0,United States,US,Utah,1690.0,Duchesne,7.44914,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-110.4572,40.1107
Mountain Home News,http://www.mountainhomenews.com/story/2227455.html,7929,09/04/2015 12:00:00 AM,,Featherville,"A section of Featherville-Ketchum Road northeast of Mountain Home remains closed this week after rain showers last week triggered a landslide involving 1,600 feet of road.",Featherville,10km,landslide,rain,medium,above_road,0.0,0.0,,,,glc,7929.0,United States,US,Idaho,416.0,Fairfield,47.84624,06/29/2016 08:37:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-115.2605,43.6091
Oregon Live,http://www.oregonlive.com/portland/index.ssf/2015/12/landslide_closes_road_near_ohs.html,9079,12/18/2015 06:00:00 PM,,Southwest Sam Jackson Park Road,A landslide has forced city workers to close Southwest Sam Jackson Road in Portland on Friday evening.   The road is closed in both directions until further notice. Drivers heading to the OHSU Marquam Hill campus are being advised to use Campus drive or Terwilliger Drive.   OHSU Hospital remains fully operational.,Southwest Sam Jackson Park Road,exact,landslide,unknown,medium,above_road,0.0,0.0,,,,glc,9079.0,United States,US,Oregon,583776.0,Portland,2.55589,07/20/2016 05:58:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6867,45.5017
banning-beaumont.patch.com,http://banning-beaumont.patch.com/groups/police-and-fire/p/black-flood-man-describes-front-end-of-postfire-debris-flow-in-poppet-flats,5419,08/30/2013 03:00:00 PM,,"Cryer Drive, Banning, Ca","Rich Wood came from the San Francisco area to visit his mom Friday Aug. 30 at her place next to Poppet Creek, below the Silver Fire burn area in the San Jacinto Mountains. He witnessed the dry drainage fill with the slow-moving front end of a debris flow mixed with ash, leave and mud before it turned to a fast-moving channel of black water. Wood said the road outside his mom's place, Cryer Drive, was four to five feet under water at its lowest spot, making it completely impassable for a time. An estimated 1 inch to 1.5 inches of rain soaked the Silver Fire burn area in Poppet Flats on Friday afternoon, unleashing flows of black mud and debris as well as rocks in places on Highway 243. The forecast for Saturday in the mountains on both sides of the San Gorgonio Pass, including the Silver Fire and Mountain Fire burns, calls for scattered showers and possible thunderstorms with locally heavy rain, National Weather Service meteorologist Jimmy Taeger said in a phone interview Friday night. ","Cryer Drive, Banning, Ca",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,5419.0,United States,US,California,29603.0,Banning,9.26566,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-116.8648,33.8426
pittsburghlive,http://www.pittsburghlive.com/x/valleynewsdispatch/s_738816.html,3518,05/20/2011 12:00:00 AM,,"Allegheny county, PA","In Allegheny County, there are between 31 and 32 slides in need of attention. The estimated cost to repair all of them is between $15 million and $20 million, ""which again is funding we do not have,"" Struzzi said. The events were triggered between the 16-23, with multiple events possibly caused by seperate storms","Allegheny county, PA",50km,landslide,downpour,small,unknown,0.0,,,,,glc,3518.0,United States,US,Pennsylvania,305704.0,Pittsburgh,0.26199,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-79.9928,40.4407
Oregon DOT,,8750,12/30/2011 08:02:00 AM,,"OR 42, milepost 10.1",,"OR 42, milepost 10.1",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8750.0,United States,US,Oregon,3866.0,Coquille,1.7026,07/08/2016 03:57:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.2066,43.1835
thepittsburghchannel,http://www.thepittsburghchannel.com/news/15550468/detail.html,477,03/10/2008 12:00:00 AM,,"Pitcairn, PA on Wood Street",families were forced to evacuate homes,"Pitcairn, PA on Wood Street",5km,landslide,rain,small,unknown,0.0,,,,,glc,477.0,United States,US,Pennsylvania,3294.0,Pitcairn,0.36435,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-79.7822,40.4041
mukilteobeacon,http://www.mukilteobeacon.com/city-government/article.exm/2011-03-16_landslides_spill_onto_sr_525,3206,03/13/2011 11:00:00 PM,,"1700 block Mukilteo Speedway, near 19th St.(Dr.), Mukilteo, WA","Excessive rainfall over the weekend caused a small landside to spill onto the Mukilteo Speedway near 19th Street on the night of March 13, covering the ferry holding lane and a portion of the northbound lane.   Additional slides happened along the 1700 and 9300 blocks of the speedway, but they did not fall onto the roadway.  Crews from the Washington state Department of Transportation were on scene throughout the night and managed to clear the roadway the next morning. Above, is a photo of the 19th Street landslide post-DOT attention. ","1700 block Mukilteo Speedway, near 19th St.(Dr.), Mukilteo, WA",exact,mudslide,downpour,small,unknown,0.0,,,,,glc,3206.0,United States,US,Washington,20254.0,Mukilteo,0.94355,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3059,47.9361
